,Day/Eve,Number 1,Number 2,Number 3,Date
5829,E,1.0,9.0,5.0,2011-07-08
5831,E,6.0,1.0,8.0,2011-07-07
5833,E,4.0,1.0,1.0,2011-07-06
5835,E,9.0,2.0,7.0,2011-07-05
5837,E,8.0,8.0,6.0,2011-07-04
5839,E,0.0,7.0,3.0,2011-07-03
5841,E,4.0,9.0,8.0,2011-07-02
5843,E,3.0,5.0,1.0,2011-07-01
5845,E,2.0,2.0,0.0,2011-06-30
5847,E,1.0,2.0,6.0,2011-06-29
5849,E,8.0,6.0,9.0,2011-06-28
5851,E,8.0,7.0,9.0,2011-06-27
5853,E,7.0,6.0,5.0,2011-06-26
5855,E,6.0,0.0,9.0,2011-06-25
5857,E,1.0,9.0,6.0,2011-06-24
5859,E,1.0,9.0,5.0,2011-06-23
5861,E,8.0,2.0,9.0,2011-06-22
5863,E,6.0,1.0,1.0,2011-06-21
5865,E,1.0,6.0,6.0,2011-06-20
5867,E,9.0,0.0,3.0,2011-06-19
5869,E,0.0,5.0,3.0,2011-06-18
5871,E,5.0,2.0,5.0,2011-06-17
5873,E,4.0,9.0,5.0,2011-06-16
5875,E,8.0,3.0,0.0,2011-06-15
5877,E,3.0,7.0,8.0,2011-06-14
5879,E,4.0,3.0,9.0,2011-06-13
5881,E,9.0,6.0,2.0,2011-06-12
5883,E,8.0,7.0,5.0,2011-06-11
5885,E,2.0,8.0,2.0,2011-06-10
5887,E,5.0,6.0,8.0,2011-06-09
5889,E,7.0,5.0,5.0,2011-06-08
5891,E,1.0,2.0,0.0,2011-06-07
5893,E,6.0,6.0,7.0,2011-06-06
5895,E,0.0,5.0,0.0,2011-06-05
5897,E,5.0,9.0,5.0,2011-06-04
5899,E,1.0,9.0,1.0,2011-06-03
5901,E,0.0,4.0,2.0,2011-06-02
5903,E,1.0,2.0,0.0,2011-06-01
5905,E,6.0,8.0,7.0,2011-05-31
5907,E,4.0,7.0,2.0,2011-05-30
5909,E,1.0,6.0,9.0,2011-05-29
5911,E,2.0,6.0,4.0,2011-05-28
5913,E,4.0,0.0,4.0,2011-05-27
5915,E,5.0,9.0,3.0,2011-05-26
5917,E,8.0,7.0,6.0,2011-05-25
5919,E,4.0,5.0,0.0,2011-05-24
5921,E,4.0,1.0,9.0,2011-05-23
5923,E,1.0,4.0,4.0,2011-05-22
5925,E,1.0,4.0,2.0,2011-05-21
5927,E,2.0,3.0,6.0,2011-05-20
5929,E,6.0,0.0,0.0,2011-05-19
5931,E,3.0,9.0,1.0,2011-05-18
5933,E,6.0,6.0,5.0,2011-05-17
5935,E,0.0,8.0,2.0,2011-05-16
5937,E,0.0,5.0,1.0,2011-05-15
5939,E,1.0,7.0,7.0,2011-05-14
5941,E,4.0,6.0,8.0,2011-05-13
5943,E,8.0,1.0,2.0,2011-05-12
5945,E,4.0,2.0,5.0,2011-05-11
5947,E,0.0,3.0,4.0,2011-05-10
5949,E,1.0,7.0,2.0,2011-05-09
5951,E,7.0,6.0,8.0,2011-05-08
5953,E,9.0,6.0,6.0,2011-05-07
5955,E,4.0,2.0,3.0,2011-05-06
5957,E,4.0,6.0,5.0,2011-05-05
5959,E,5.0,4.0,7.0,2011-05-04
5961,E,9.0,7.0,9.0,2011-05-03
5963,E,6.0,5.0,1.0,2011-05-02
5965,E,4.0,0.0,2.0,2011-05-01
5967,E,8.0,7.0,7.0,2011-04-30
5969,E,9.0,5.0,1.0,2011-04-29
5971,E,0.0,0.0,3.0,2011-04-28
5973,E,6.0,9.0,1.0,2011-04-27
5975,E,4.0,2.0,7.0,2011-04-26
5977,E,7.0,3.0,1.0,2011-04-25
5979,E,5.0,2.0,7.0,2011-04-24
5981,E,3.0,8.0,9.0,2011-04-23
5983,E,8.0,6.0,1.0,2011-04-22
5985,E,3.0,4.0,7.0,2011-04-21
5987,E,1.0,9.0,6.0,2011-04-20
5989,E,2.0,4.0,3.0,2011-04-19
5991,E,7.0,4.0,0.0,2011-04-18
5993,E,8.0,2.0,2.0,2011-04-17
5995,E,4.0,5.0,4.0,2011-04-16
5997,E,9.0,4.0,2.0,2011-04-15
5999,E,5.0,7.0,3.0,2011-04-14
6001,E,4.0,9.0,5.0,2011-04-13
6003,E,1.0,3.0,1.0,2011-04-12
6005,E,0.0,5.0,7.0,2011-04-11
6007,E,8.0,2.0,6.0,2011-04-10
6009,E,8.0,3.0,8.0,2011-04-09
6011,E,2.0,6.0,8.0,2011-04-08
6013,E,0.0,3.0,8.0,2011-04-07
6015,E,5.0,0.0,4.0,2011-04-06
6017,E,2.0,8.0,6.0,2011-04-05
6019,E,7.0,3.0,1.0,2011-04-04
6021,E,0.0,1.0,8.0,2011-04-03
6023,E,0.0,6.0,2.0,2011-04-02
6025,E,9.0,7.0,6.0,2011-04-01
6027,E,7.0,8.0,9.0,2011-03-31
6029,E,6.0,7.0,3.0,2011-03-30
6031,E,6.0,7.0,2.0,2011-03-29
6033,E,9.0,7.0,2.0,2011-03-28
6035,E,6.0,8.0,5.0,2011-03-27
6037,E,2.0,1.0,0.0,2011-03-26
6039,E,6.0,3.0,5.0,2011-03-25
6041,E,6.0,9.0,1.0,2011-03-24
6043,E,3.0,3.0,3.0,2011-03-23
6045,E,6.0,5.0,4.0,2011-03-22
6047,E,8.0,4.0,5.0,2011-03-21
6049,E,8.0,4.0,4.0,2011-03-20
6051,E,2.0,2.0,6.0,2011-03-19
6053,E,3.0,6.0,6.0,2011-03-18
6055,E,8.0,3.0,2.0,2011-03-17
6057,E,2.0,5.0,8.0,2011-03-16
6059,E,6.0,0.0,7.0,2011-03-15
6061,E,9.0,7.0,7.0,2011-03-14
6063,E,9.0,5.0,1.0,2011-03-13
6065,E,4.0,3.0,7.0,2011-03-12
6067,E,4.0,3.0,8.0,2011-03-11
6069,E,5.0,0.0,7.0,2011-03-10
6071,E,0.0,7.0,7.0,2011-03-09
6073,E,9.0,1.0,6.0,2011-03-08
6075,E,4.0,5.0,3.0,2011-03-07
6077,E,6.0,4.0,6.0,2011-03-06
6079,E,3.0,9.0,7.0,2011-03-05
6081,E,2.0,2.0,8.0,2011-03-04
6083,E,6.0,2.0,3.0,2011-03-03
6085,E,1.0,7.0,3.0,2011-03-02
6087,E,5.0,5.0,9.0,2011-03-01
6089,E,4.0,8.0,4.0,2011-02-28
6091,E,4.0,1.0,6.0,2011-02-27
6093,E,8.0,7.0,2.0,2011-02-26
6095,E,9.0,7.0,3.0,2011-02-25
6097,E,0.0,3.0,6.0,2011-02-24
6099,E,2.0,3.0,8.0,2011-02-23
6101,E,7.0,9.0,8.0,2011-02-22
6103,E,6.0,7.0,6.0,2011-02-21
6104,E,3.0,7.0,1.0,2011-02-20
6106,E,1.0,0.0,4.0,2011-02-19
6108,E,4.0,0.0,9.0,2011-02-18
6110,E,8.0,5.0,0.0,2011-02-17
6112,E,7.0,5.0,6.0,2011-02-16
6114,E,6.0,8.0,2.0,2011-02-15
6116,E,8.0,3.0,3.0,2011-02-14
6117,E,3.0,6.0,4.0,2011-02-13
6119,E,5.0,4.0,9.0,2011-02-12
6121,E,5.0,6.0,6.0,2011-02-11
6123,E,2.0,2.0,9.0,2011-02-10
6125,E,1.0,5.0,7.0,2011-02-09
6127,E,1.0,2.0,8.0,2011-02-08
6129,E,2.0,6.0,7.0,2011-02-07
6130,E,9.0,3.0,4.0,2011-02-06
6132,E,5.0,4.0,5.0,2011-02-05
6134,E,3.0,6.0,2.0,2011-02-04
6136,E,5.0,1.0,1.0,2011-02-03
6138,E,3.0,2.0,5.0,2011-02-02
6140,E,6.0,6.0,0.0,2011-02-01
6142,E,4.0,3.0,1.0,2011-01-31
6143,E,5.0,4.0,1.0,2011-01-30
6145,E,1.0,8.0,8.0,2011-01-29
6147,E,3.0,2.0,8.0,2011-01-28
6149,E,3.0,4.0,5.0,2011-01-27
6151,E,1.0,4.0,0.0,2011-01-26
6153,E,5.0,7.0,2.0,2011-01-25
6155,E,5.0,9.0,4.0,2011-01-24
6156,E,8.0,6.0,5.0,2011-01-23
6158,E,3.0,3.0,5.0,2011-01-22
6160,E,5.0,6.0,1.0,2011-01-21
6162,E,1.0,2.0,8.0,2011-01-20
6164,E,0.0,6.0,8.0,2011-01-19
6166,E,3.0,0.0,8.0,2011-01-18
6168,E,0.0,9.0,7.0,2011-01-17
6169,E,8.0,5.0,1.0,2011-01-16
6171,E,8.0,6.0,5.0,2011-01-15
6173,E,5.0,7.0,1.0,2011-01-14
6175,E,7.0,6.0,3.0,2011-01-13
6177,E,3.0,5.0,1.0,2011-01-12
6179,E,7.0,0.0,0.0,2011-01-11
6181,E,2.0,5.0,6.0,2011-01-10
6182,E,6.0,7.0,1.0,2011-01-09
6184,E,7.0,6.0,4.0,2011-01-08
6186,E,6.0,0.0,1.0,2011-01-07
6188,E,5.0,3.0,3.0,2011-01-06
6190,E,1.0,5.0,3.0,2011-01-05
6192,E,3.0,3.0,3.0,2011-01-04
6194,E,2.0,7.0,4.0,2011-01-03
6195,E,8.0,1.0,0.0,2011-01-02
6197,E,0.0,9.0,7.0,2011-01-01
6199,E,1.0,9.0,1.0,2010-12-31
6201,E,1.0,1.0,6.0,2010-12-30
6203,E,9.0,1.0,4.0,2010-12-29
6205,E,2.0,1.0,2.0,2010-12-28
6207,E,9.0,4.0,2.0,2010-12-27
6208,E,5.0,8.0,5.0,2010-12-26
6210,E,0.0,5.0,7.0,2010-12-25
6212,E,3.0,2.0,4.0,2010-12-24
6214,E,0.0,3.0,1.0,2010-12-23
6216,E,2.0,9.0,7.0,2010-12-22
6218,E,9.0,2.0,4.0,2010-12-21
6220,E,5.0,8.0,8.0,2010-12-20
6221,E,9.0,5.0,4.0,2010-12-19
6223,E,6.0,2.0,9.0,2010-12-18
6225,E,2.0,1.0,8.0,2010-12-17
6227,E,6.0,2.0,4.0,2010-12-16
6229,E,1.0,9.0,7.0,2010-12-15
6231,E,9.0,0.0,8.0,2010-12-14
6233,E,8.0,2.0,1.0,2010-12-13
6234,E,9.0,4.0,9.0,2010-12-12
6236,E,6.0,3.0,2.0,2010-12-11
6238,E,1.0,4.0,1.0,2010-12-10
6240,E,1.0,6.0,3.0,2010-12-09
6242,E,2.0,5.0,5.0,2010-12-08
6244,E,7.0,8.0,4.0,2010-12-07
6246,E,0.0,4.0,9.0,2010-12-06
6247,E,5.0,6.0,2.0,2010-12-05
6249,E,5.0,2.0,1.0,2010-12-04
6251,E,4.0,4.0,6.0,2010-12-03
6253,E,1.0,1.0,8.0,2010-12-02
6255,E,1.0,7.0,1.0,2010-12-01
6257,E,4.0,1.0,9.0,2010-11-30
6259,E,2.0,5.0,6.0,2010-11-29
6260,E,7.0,8.0,3.0,2010-11-28
6262,E,7.0,3.0,7.0,2010-11-27
6264,E,1.0,1.0,3.0,2010-11-26
6266,E,3.0,3.0,7.0,2010-11-25
6268,E,8.0,3.0,2.0,2010-11-24
6270,E,9.0,7.0,8.0,2010-11-23
6272,E,1.0,5.0,1.0,2010-11-22
6273,E,7.0,2.0,1.0,2010-11-21
6275,E,0.0,6.0,6.0,2010-11-20
6277,E,8.0,5.0,4.0,2010-11-19
6279,E,2.0,7.0,6.0,2010-11-18
6281,E,8.0,8.0,4.0,2010-11-17
6283,E,0.0,8.0,4.0,2010-11-16
6285,E,2.0,2.0,7.0,2010-11-15
6286,E,3.0,1.0,5.0,2010-11-14
6288,E,9.0,1.0,2.0,2010-11-13
6290,E,0.0,2.0,1.0,2010-11-12
6292,E,1.0,8.0,4.0,2010-11-11
6294,E,3.0,8.0,8.0,2010-11-10
6296,E,4.0,9.0,1.0,2010-11-09
6298,E,4.0,8.0,8.0,2010-11-08
6299,E,6.0,0.0,1.0,2010-11-07
6301,E,1.0,8.0,7.0,2010-11-06
6303,E,8.0,3.0,2.0,2010-11-05
6305,E,0.0,9.0,8.0,2010-11-04
6307,E,9.0,5.0,7.0,2010-11-03
6309,E,2.0,2.0,0.0,2010-11-02
6311,E,8.0,9.0,2.0,2010-11-01
6312,E,1.0,9.0,0.0,2010-10-31
6314,E,1.0,1.0,6.0,2010-10-30
6316,E,8.0,8.0,1.0,2010-10-29
6318,E,0.0,2.0,0.0,2010-10-28
6320,E,1.0,5.0,7.0,2010-10-27
6322,E,4.0,0.0,3.0,2010-10-26
6324,E,3.0,6.0,2.0,2010-10-25
6325,E,1.0,7.0,4.0,2010-10-24
6327,E,7.0,3.0,7.0,2010-10-23
6329,E,1.0,9.0,3.0,2010-10-22
6331,E,5.0,3.0,0.0,2010-10-21
6333,E,6.0,7.0,1.0,2010-10-20
6335,E,7.0,2.0,5.0,2010-10-19
6337,E,9.0,4.0,9.0,2010-10-18
6338,E,5.0,8.0,4.0,2010-10-17
6340,E,3.0,8.0,2.0,2010-10-16
6342,E,9.0,7.0,0.0,2010-10-15
6344,E,7.0,2.0,1.0,2010-10-14
6346,E,3.0,5.0,3.0,2010-10-13
6348,E,3.0,3.0,6.0,2010-10-12
6350,E,1.0,5.0,7.0,2010-10-11
6351,E,2.0,7.0,6.0,2010-10-10
6353,E,8.0,7.0,5.0,2010-10-09
6355,E,1.0,9.0,5.0,2010-10-08
6357,E,0.0,3.0,0.0,2010-10-07
6359,E,6.0,7.0,8.0,2010-10-06
6361,E,8.0,8.0,7.0,2010-10-05
6363,E,5.0,2.0,6.0,2010-10-04
6364,E,3.0,3.0,5.0,2010-10-03
6366,E,2.0,7.0,3.0,2010-10-02
6368,E,7.0,9.0,3.0,2010-10-01
6370,E,3.0,9.0,8.0,2010-09-30
6372,E,6.0,4.0,6.0,2010-09-29
6374,E,5.0,3.0,3.0,2010-09-28
6376,E,2.0,1.0,5.0,2010-09-27
6377,E,4.0,0.0,3.0,2010-09-26
6379,E,0.0,4.0,8.0,2010-09-25
6381,E,7.0,2.0,1.0,2010-09-24
6383,E,6.0,0.0,7.0,2010-09-23
6385,E,5.0,7.0,7.0,2010-09-22
6387,E,2.0,4.0,2.0,2010-09-21
6389,E,0.0,2.0,7.0,2010-09-20
6390,E,2.0,1.0,5.0,2010-09-19
6392,E,0.0,8.0,1.0,2010-09-18
6394,E,5.0,4.0,4.0,2010-09-17
6396,E,1.0,5.0,0.0,2010-09-16
6398,E,7.0,1.0,2.0,2010-09-15
6400,E,4.0,6.0,7.0,2010-09-14
6402,E,8.0,9.0,6.0,2010-09-13
6403,E,0.0,9.0,3.0,2010-09-12
6405,E,1.0,2.0,3.0,2010-09-11
6407,E,2.0,3.0,7.0,2010-09-10
6409,E,1.0,8.0,4.0,2010-09-09
6411,E,0.0,7.0,4.0,2010-09-08
6413,E,5.0,6.0,1.0,2010-09-07
6415,E,2.0,2.0,2.0,2010-09-06
6416,E,5.0,3.0,1.0,2010-09-05
6418,E,7.0,2.0,3.0,2010-09-04
6420,E,3.0,8.0,8.0,2010-09-03
6422,E,5.0,6.0,7.0,2010-09-02
6424,E,4.0,2.0,2.0,2010-09-01
6426,E,5.0,2.0,0.0,2010-08-31
6428,E,2.0,3.0,7.0,2010-08-30
6429,E,0.0,8.0,6.0,2010-08-29
6431,E,7.0,2.0,2.0,2010-08-28
6433,E,9.0,5.0,1.0,2010-08-27
6435,E,6.0,4.0,3.0,2010-08-26
6437,E,8.0,8.0,8.0,2010-08-25
6439,E,1.0,1.0,7.0,2010-08-24
6441,E,1.0,8.0,1.0,2010-08-23
6442,E,0.0,0.0,4.0,2010-08-22
6444,E,2.0,1.0,2.0,2010-08-21
6446,E,9.0,2.0,0.0,2010-08-20
6448,E,7.0,1.0,0.0,2010-08-19
6450,E,3.0,8.0,9.0,2010-08-18
6452,E,2.0,4.0,8.0,2010-08-17
6454,E,4.0,8.0,7.0,2010-08-16
6455,E,1.0,2.0,4.0,2010-08-15
6457,E,7.0,7.0,5.0,2010-08-14
6459,E,4.0,0.0,1.0,2010-08-13
6461,E,3.0,6.0,4.0,2010-08-12
6463,E,1.0,1.0,5.0,2010-08-11
6465,E,4.0,8.0,5.0,2010-08-10
6467,E,8.0,0.0,1.0,2010-08-09
6468,E,5.0,0.0,1.0,2010-08-08
6470,E,5.0,3.0,0.0,2010-08-07
6472,E,3.0,0.0,6.0,2010-08-06
6474,E,2.0,5.0,1.0,2010-08-05
6476,E,1.0,6.0,7.0,2010-08-04
6478,E,5.0,4.0,9.0,2010-08-03
6480,E,7.0,4.0,8.0,2010-08-02
6481,E,7.0,9.0,2.0,2010-08-01
6483,E,6.0,0.0,2.0,2010-07-31
6485,E,5.0,5.0,1.0,2010-07-30
6487,E,6.0,4.0,4.0,2010-07-29
6489,E,7.0,4.0,2.0,2010-07-28
6491,E,0.0,2.0,4.0,2010-07-27
6493,E,5.0,4.0,8.0,2010-07-26
6494,E,1.0,4.0,0.0,2010-07-25
6496,E,2.0,7.0,7.0,2010-07-24
6498,E,0.0,0.0,7.0,2010-07-23
6500,E,3.0,6.0,9.0,2010-07-22
6502,E,8.0,2.0,1.0,2010-07-21
6504,E,5.0,4.0,9.0,2010-07-20
6506,E,7.0,0.0,4.0,2010-07-19
6507,E,9.0,8.0,2.0,2010-07-18
6509,E,7.0,3.0,1.0,2010-07-17
6511,E,9.0,7.0,4.0,2010-07-16
6513,E,9.0,9.0,9.0,2010-07-15
6515,E,4.0,3.0,3.0,2010-07-14
6517,E,0.0,1.0,8.0,2010-07-13
6519,E,4.0,2.0,6.0,2010-07-12
6520,E,6.0,8.0,9.0,2010-07-11
6522,E,3.0,9.0,4.0,2010-07-10
6524,E,3.0,1.0,1.0,2010-07-09
6526,E,1.0,1.0,2.0,2010-07-08
6528,E,6.0,2.0,8.0,2010-07-07
6530,E,2.0,1.0,1.0,2010-07-06
6532,E,4.0,1.0,0.0,2010-07-05
6533,E,4.0,7.0,7.0,2010-07-04
6535,E,1.0,8.0,7.0,2010-07-03
6537,E,0.0,3.0,0.0,2010-07-02
6539,E,2.0,3.0,4.0,2010-07-01
6541,E,4.0,0.0,3.0,2010-06-30
6543,E,9.0,7.0,0.0,2010-06-29
6545,E,1.0,1.0,7.0,2010-06-28
6546,E,6.0,2.0,5.0,2010-06-27
6548,E,1.0,5.0,9.0,2010-06-26
6550,E,5.0,8.0,1.0,2010-06-25
6552,E,2.0,5.0,5.0,2010-06-24
6554,E,1.0,5.0,5.0,2010-06-23
6556,E,8.0,4.0,7.0,2010-06-22
6558,E,6.0,6.0,0.0,2010-06-21
6559,E,9.0,7.0,6.0,2010-06-20
6561,E,0.0,0.0,2.0,2010-06-19
6563,E,4.0,9.0,9.0,2010-06-18
6565,E,1.0,1.0,9.0,2010-06-17
6567,E,0.0,2.0,0.0,2010-06-16
6569,E,0.0,9.0,9.0,2010-06-15
6571,E,4.0,7.0,8.0,2010-06-14
6572,E,1.0,2.0,7.0,2010-06-13
6574,E,6.0,0.0,1.0,2010-06-12
6576,E,8.0,0.0,2.0,2010-06-11
6578,E,0.0,3.0,6.0,2010-06-10
6580,E,0.0,3.0,0.0,2010-06-09
6582,E,8.0,0.0,8.0,2010-06-08
6584,E,1.0,3.0,6.0,2010-06-07
6585,E,0.0,0.0,5.0,2010-06-06
6587,E,2.0,6.0,2.0,2010-06-05
6589,E,8.0,4.0,7.0,2010-06-04
6591,E,1.0,4.0,9.0,2010-06-03
6593,E,5.0,0.0,8.0,2010-06-02
6595,E,9.0,9.0,7.0,2010-06-01
6597,E,8.0,8.0,3.0,2010-05-31
6598,E,8.0,3.0,9.0,2010-05-30
6600,E,8.0,2.0,0.0,2010-05-29
6602,E,4.0,7.0,8.0,2010-05-28
6604,E,6.0,9.0,6.0,2010-05-27
6606,E,6.0,9.0,4.0,2010-05-26
6608,E,4.0,9.0,1.0,2010-05-25
6610,E,9.0,2.0,5.0,2010-05-24
6611,E,8.0,1.0,7.0,2010-05-23
6613,E,8.0,4.0,9.0,2010-05-22
6615,E,4.0,3.0,6.0,2010-05-21
6617,E,9.0,7.0,5.0,2010-05-20
6619,E,8.0,5.0,4.0,2010-05-19
6621,E,8.0,6.0,1.0,2010-05-18
6623,E,4.0,2.0,3.0,2010-05-17
6624,E,2.0,3.0,3.0,2010-05-16
6626,E,4.0,4.0,6.0,2010-05-15
6628,E,7.0,5.0,8.0,2010-05-14
6630,E,3.0,1.0,1.0,2010-05-13
6632,E,8.0,2.0,4.0,2010-05-12
6634,E,0.0,4.0,8.0,2010-05-11
6636,E,4.0,5.0,9.0,2010-05-10
6637,E,5.0,8.0,9.0,2010-05-09
6639,E,5.0,9.0,9.0,2010-05-08
6641,E,3.0,1.0,6.0,2010-05-07
6643,E,7.0,4.0,3.0,2010-05-06
6645,E,5.0,1.0,7.0,2010-05-05
6647,E,5.0,0.0,5.0,2010-05-04
6649,E,7.0,7.0,0.0,2010-05-03
6650,E,6.0,5.0,7.0,2010-05-02
6652,E,2.0,4.0,3.0,2010-05-01
6654,E,8.0,1.0,5.0,2010-04-30
6656,E,9.0,0.0,2.0,2010-04-29
6658,E,6.0,5.0,2.0,2010-04-28
6660,E,5.0,0.0,5.0,2010-04-27
6662,E,4.0,3.0,2.0,2010-04-26
6663,E,3.0,6.0,7.0,2010-04-25
6665,E,5.0,7.0,5.0,2010-04-24
6667,E,9.0,6.0,6.0,2010-04-23
6669,E,3.0,0.0,3.0,2010-04-22
6671,E,3.0,2.0,9.0,2010-04-21
6673,E,4.0,5.0,9.0,2010-04-20
6675,E,4.0,3.0,8.0,2010-04-19
6676,E,8.0,3.0,0.0,2010-04-18
6678,E,8.0,3.0,9.0,2010-04-17
6680,E,3.0,1.0,5.0,2010-04-16
6682,E,1.0,4.0,1.0,2010-04-15
6684,E,7.0,7.0,8.0,2010-04-14
6686,E,1.0,4.0,6.0,2010-04-13
6688,E,0.0,3.0,3.0,2010-04-12
6689,E,3.0,7.0,9.0,2010-04-11
6691,E,7.0,7.0,6.0,2010-04-10
6693,E,5.0,7.0,8.0,2010-04-09
6695,E,8.0,4.0,2.0,2010-04-08
6697,E,4.0,3.0,9.0,2010-04-07
6699,E,0.0,3.0,7.0,2010-04-06
6701,E,0.0,5.0,8.0,2010-04-05
6702,E,2.0,6.0,9.0,2010-04-04
6704,E,1.0,2.0,7.0,2010-04-03
6706,E,8.0,5.0,7.0,2010-04-02
6708,E,2.0,4.0,7.0,2010-04-01
6710,E,3.0,7.0,4.0,2010-03-31
6712,E,8.0,9.0,7.0,2010-03-30
6714,E,6.0,1.0,6.0,2010-03-29
6715,E,6.0,7.0,7.0,2010-03-28
6717,E,3.0,2.0,2.0,2010-03-27
6719,E,3.0,4.0,9.0,2010-03-26
6721,E,8.0,5.0,3.0,2010-03-25
6723,E,2.0,4.0,1.0,2010-03-24
6725,E,7.0,4.0,3.0,2010-03-23
6727,E,5.0,4.0,2.0,2010-03-22
6728,E,0.0,9.0,2.0,2010-03-21
6730,E,8.0,5.0,5.0,2010-03-20
6732,E,4.0,8.0,1.0,2010-03-19
6734,E,0.0,6.0,6.0,2010-03-18
6736,E,5.0,3.0,9.0,2010-03-17
6738,E,7.0,5.0,0.0,2010-03-16
6740,E,1.0,8.0,0.0,2010-03-15
6741,E,1.0,2.0,9.0,2010-03-14
6743,E,3.0,7.0,6.0,2010-03-13
6745,E,7.0,1.0,0.0,2010-03-12
6747,E,5.0,7.0,3.0,2010-03-11
6749,E,2.0,3.0,0.0,2010-03-10
6751,E,2.0,3.0,1.0,2010-03-09
6753,E,9.0,3.0,3.0,2010-03-08
6754,E,2.0,1.0,2.0,2010-03-07
6756,E,8.0,8.0,3.0,2010-03-06
6758,E,3.0,2.0,8.0,2010-03-05
6760,E,8.0,5.0,3.0,2010-03-04
6762,E,3.0,8.0,8.0,2010-03-03
6764,E,8.0,8.0,2.0,2010-03-02
6766,E,6.0,2.0,9.0,2010-03-01
6767,E,0.0,6.0,0.0,2010-02-28
6769,E,8.0,5.0,0.0,2010-02-27
6771,E,3.0,8.0,8.0,2010-02-26
6773,E,7.0,6.0,3.0,2010-02-25
6775,E,4.0,8.0,2.0,2010-02-24
6777,E,5.0,2.0,4.0,2010-02-23
6779,E,8.0,0.0,9.0,2010-02-22
6780,E,2.0,1.0,5.0,2010-02-21
6782,E,5.0,1.0,5.0,2010-02-20
6784,E,8.0,1.0,3.0,2010-02-19
6786,E,1.0,1.0,6.0,2010-02-18
6788,E,1.0,8.0,2.0,2010-02-17
6790,E,7.0,6.0,8.0,2010-02-16
6792,E,2.0,7.0,6.0,2010-02-15
6793,E,5.0,1.0,4.0,2010-02-14
6795,E,3.0,6.0,1.0,2010-02-13
6797,E,2.0,8.0,0.0,2010-02-12
6799,E,2.0,0.0,1.0,2010-02-11
6801,E,1.0,1.0,2.0,2010-02-10
6803,E,9.0,2.0,2.0,2010-02-09
6805,E,2.0,0.0,2.0,2010-02-08
6806,E,4.0,0.0,6.0,2010-02-07
6808,E,7.0,1.0,1.0,2010-02-06
6810,E,2.0,7.0,8.0,2010-02-05
6812,E,3.0,2.0,7.0,2010-02-04
6814,E,4.0,7.0,4.0,2010-02-03
6816,E,2.0,9.0,3.0,2010-02-02
6818,E,4.0,6.0,2.0,2010-02-01
6819,E,3.0,6.0,0.0,2010-01-31
6821,E,6.0,1.0,4.0,2010-01-30
6823,E,6.0,7.0,4.0,2010-01-29
6825,E,6.0,5.0,6.0,2010-01-28
6827,E,5.0,5.0,5.0,2010-01-27
6829,E,1.0,4.0,9.0,2010-01-26
6831,E,7.0,8.0,2.0,2010-01-25
6832,E,7.0,3.0,6.0,2010-01-24
6834,E,6.0,2.0,8.0,2010-01-23
6836,E,6.0,9.0,4.0,2010-01-22
6838,E,0.0,5.0,0.0,2010-01-21
6840,E,7.0,2.0,3.0,2010-01-20
6842,E,0.0,8.0,2.0,2010-01-19
6844,E,8.0,7.0,6.0,2010-01-18
6845,E,8.0,1.0,9.0,2010-01-17
6847,E,0.0,2.0,7.0,2010-01-16
6849,E,8.0,8.0,8.0,2010-01-15
6851,E,8.0,4.0,8.0,2010-01-14
6853,E,3.0,4.0,0.0,2010-01-13
6855,E,3.0,8.0,7.0,2010-01-12
6857,E,8.0,2.0,0.0,2010-01-11
6858,E,9.0,6.0,4.0,2010-01-10
6860,E,3.0,5.0,0.0,2010-01-09
6862,E,0.0,6.0,0.0,2010-01-08
6864,E,9.0,4.0,8.0,2010-01-07
6866,E,9.0,3.0,7.0,2010-01-06
6868,E,8.0,2.0,3.0,2010-01-05
6870,E,9.0,4.0,4.0,2010-01-04
6871,E,1.0,5.0,6.0,2010-01-03
6873,E,9.0,7.0,6.0,2010-01-02
6875,E,6.0,7.0,0.0,2010-01-01
6877,E,9.0,0.0,7.0,2009-12-31
6879,E,5.0,4.0,1.0,2009-12-30
6881,E,0.0,2.0,3.0,2009-12-29
6883,E,5.0,1.0,0.0,2009-12-28
6884,E,7.0,0.0,5.0,2009-12-27
6886,E,3.0,6.0,2.0,2009-12-26
6888,E,5.0,5.0,5.0,2009-12-25
6890,E,2.0,8.0,1.0,2009-12-24
6892,E,6.0,4.0,9.0,2009-12-23
6894,E,4.0,2.0,0.0,2009-12-22
6896,E,1.0,2.0,7.0,2009-12-21
6897,E,2.0,1.0,0.0,2009-12-20
6899,E,9.0,3.0,6.0,2009-12-19
6901,E,0.0,2.0,0.0,2009-12-18
6903,E,1.0,8.0,3.0,2009-12-17
6905,E,2.0,6.0,4.0,2009-12-16
6907,E,2.0,8.0,6.0,2009-12-15
6909,E,3.0,5.0,0.0,2009-12-14
6910,E,5.0,3.0,1.0,2009-12-13
6912,E,1.0,0.0,2.0,2009-12-12
6914,E,2.0,0.0,6.0,2009-12-11
6916,E,1.0,5.0,1.0,2009-12-10
6918,E,8.0,4.0,9.0,2009-12-09
6920,E,0.0,7.0,9.0,2009-12-08
6922,E,1.0,4.0,8.0,2009-12-07
6923,E,4.0,4.0,4.0,2009-12-06
6925,E,2.0,1.0,9.0,2009-12-05
6927,E,9.0,4.0,9.0,2009-12-04
